Age,Experience,Income,Branch Address,Family,CCAvg,Mortgage,Personal Loan,Brokerage Account,GIC Account,Online,CreditCard,Advisor Name,Advisor Designation,Branch Address 1,Branch Address 2,Branch Address 3
62,36,83,597 Lawrence Street,4,2.4,0,0,1,0,0,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
51,25,113,597 Lawrence Street,2,6.3,0,0,0,0,0,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
40,14,28,9834 East Pineknoll Ave.,2,0.8,0,0,0,0,0,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
43,19,31,36 Kent Court,4,0.3,156,0,0,0,1,0,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
62,36,39,36 South St.,2,0.3,0,0,0,0,1,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
63,38,129,76 Mayfair St.,1,0.9,366,0,0,0,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
54,29,79,69 Spruce Dr.,3,1.6,0,0,0,0,0,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
46,20,131,177 Winchester Street,1,5.7,256,0,0,0,0,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
40,15,85,92 Ridgewood Dr.,2,0.4,0,0,1,0,0,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
45,19,83,9091 S. Bowman Street,2,1.7,0,0,0,0,1,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
45,21,152,69 Spruce Dr.,2,1.4,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
31,7,18,9834 East Pineknoll Ave.,1,0.4,0,0,0,0,1,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
33,9,49,177 Winchester Street,1,2.4,0,0,0,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
51,27,58,33 Harrison Road,1,0,0,0,0,0,0,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
57,32,24,9929 Thompson Lane,1,1.3,0,0,0,0,1,1,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
48,22,78,387 West Fifth Ave.,3,2.1,0,0,0,0,1,1,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
60,34,62,177 Winchester Street,1,0.8,0,0,0,0,0,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
40,16,60,8722 Richardson Street,2,3.2,0,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
57,31,52,8378 West Magnolia Street,1,1.4,0,0,0,0,1,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
53,28,38,8017 Homestead Ave.,1,1.3,0,0,0,0,1,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
36,12,123,36 South St.,2,3,0,1,0,0,0,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
29,5,21,518 Selby Ave.,3,0.9,119,0,0,0,0,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
35,9,22,92 Ridgewood Dr.,3,0.1,0,0,0,1,1,1,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
61,35,154,40 E. Dunbar Ave.,2,6.9,0,0,0,0,0,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
27,3,118,218 S. Westport Court,1,3.3,0,1,0,0,1,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
55,29,55,218 S. Westport Court,1,0.2,151,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
28,3,115,68 Sunbeam St.,1,1.9,200,0,0,0,1,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
41,15,54,9587 SW. Jefferson Street,3,2.1,0,0,0,0,1,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
59,33,49,742 Bridle Street,4,1.7,104,0,0,0,1,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
40,15,10,336 Pin Oak Ave.,2,0,102,0,0,0,1,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
52,26,45,91 Lake Court,4,1.8,0,0,0,0,1,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
29,3,35,544 Edgewood Drive,2,0.3,88,0,0,1,1,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
30,4,204,533 Hillcrest Street,2,4.5,0,0,0,0,1,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
65,41,79,7919 Cedarwood Dr.,3,2,0,0,0,0,0,0,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
50,24,133,9834 East Pineknoll Ave.,4,1.4,342,1,0,0,0,1,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
31,5,180,742 Bridle Street,1,2.9,144,1,1,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
29,3,39,5 Maple Lane,4,0.2,137,0,0,0,1,1,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
51,25,45,9929 Thompson Lane,4,0.1,0,0,0,0,1,1,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
27,1,58,4 Country Drive,4,1.8,154,0,0,1,1,1,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
24,-1,38,8573 Princeton Road,4,0.6,0,0,0,0,1,0,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
39,13,93,1 Poplar St.,4,3.6,0,1,0,0,1,0,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
63,38,14,8017 Homestead Ave.,4,0.4,86,0,0,0,1,1,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
26,0,42,4 Country Drive,4,1.3,0,0,1,0,0,0,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
50,25,32,69 Spruce Dr.,2,0.7,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
53,28,98,8378 West Magnolia Street,1,1.3,355,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
47,22,58,9251 Old Vernon St.,4,3.6,0,0,0,0,1,1,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
49,23,12,667 E. Hall St.,2,0.1,0,0,1,1,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
50,24,83,742 Bridle Street,2,0.4,0,0,0,0,1,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
63,38,31,91 Lake Court,1,1.1,125,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
47,22,93,92 Ridgewood Dr.,1,0.2,309,0,0,0,1,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
56,32,23,92 Ridgewood Dr.,1,1.2,127,0,0,0,1,1,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
48,23,173,1 Poplar St.,3,0.2,0,1,0,1,1,1,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
60,34,60,68 Sunbeam St.,3,2.5,0,0,0,0,1,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
38,13,19,33 Harrison Road,2,1.4,120,0,0,0,0,1,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
40,15,40,544 Edgewood Drive,2,2.2,107,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
41,17,78,94 Country Club St.,4,2.666666667,99,0,0,0,1,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
48,24,224,667 E. Hall St.,2,6.666666667,0,0,0,1,1,1,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
59,34,99,518 Selby Ave.,1,4.4,0,1,0,0,0,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
29,-1,62,5 Maple Lane,2,1.75,0,0,0,0,0,1,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
56,32,98,36 Kent Court,3,3.9,0,1,0,0,0,0,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
54,29,49,1 Poplar St.,2,2.1,95,0,0,0,1,1,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
40,16,83,742 Bridle Street,4,0.2,0,0,0,0,0,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
51,27,92,7330 West Grand St.,4,3,0,1,0,1,1,1,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
35,9,82,387 West Fifth Ave.,1,2.5,138,0,0,0,0,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
42,18,49,40 E. Dunbar Ave.,2,1.7,106,0,0,0,0,1,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
54,28,90,94 Country Club St.,1,0.3,0,0,0,0,1,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
44,20,75,8376 Euclid Lane,4,1.9,0,0,0,0,0,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
41,16,154,8573 Princeton Road,1,7,0,0,0,0,0,1,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
43,19,113,1 Poplar St.,1,1.7,0,0,0,0,0,0,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
38,12,184,177 Winchester Street,3,8,0,1,0,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
49,25,53,8722 Richardson Street,2,1,181,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
63,37,39,5 Maple Lane,2,0.7,0,0,0,0,1,1,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
38,13,129,91 Lake Court,3,4.1,0,1,0,1,1,1,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
27,3,35,518 Selby Ave.,1,1.8,0,0,0,0,0,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
42,16,25,68 Sunbeam St.,2,0.8,0,0,0,0,0,1,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
55,31,91,177 Winchester Street,2,2.8,0,0,0,0,0,0,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
29,4,41,24 Trusel Court,1,1,0,0,0,0,0,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
60,36,14,33 Harrison Road,2,0.3,109,0,0,0,1,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
65,41,158,69 Spruce Dr.,2,2.1,0,0,0,0,0,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
28,3,173,8376 Euclid Lane,2,6.7,222,0,0,0,1,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
35,8,44,336 Pin Oak Ave.,2,1.666666667,0,0,1,0,0,1,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
42,17,168,94 Country Club St.,2,7.9,0,1,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
38,14,92,9929 Thompson Lane,2,0,249,0,0,0,1,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
60,34,90,218 S. Westport Court,4,1.9,0,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
40,14,59,76 Mayfair St.,3,0.5,0,0,0,0,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
28,4,155,40 E. Dunbar Ave.,4,5.3,0,1,0,0,1,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
58,34,19,94 Country Club St.,1,1.2,0,0,0,0,0,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
54,28,165,8017 Homestead Ave.,1,4.1,0,1,0,1,1,1,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
31,5,29,4 Country Drive,2,0.3,131,0,0,0,1,1,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
51,27,45,36 South St.,1,1.6,82,0,0,0,1,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
42,17,23,69 Spruce Dr.,2,0,0,0,0,0,0,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
30,6,44,92 Ridgewood Dr.,1,0.2,0,0,0,0,0,1,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
30,4,44,76 Mayfair St.,1,1.9,143,0,0,0,0,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
62,37,41,9587 SW. Jefferson Street,3,0.9,0,0,0,0,1,1,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
62,36,92,533 Hillcrest Street,2,0.7,0,0,0,0,1,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
54,24,29,4 Country Drive,3,1,148,0,0,0,0,1,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
24,-1,35,218 S. Westport Court,2,1.7,0,0,0,0,0,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
36,11,9,24 Trusel Court,4,0.2,0,0,0,0,0,1,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
35,11,38,234 Blue Spring Rd.,1,1.7,0,0,0,0,0,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
63,37,113,544 Edgewood Drive,4,1.7,0,0,0,0,1,1,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
60,34,83,8378 West Magnolia Street,2,2,249,0,0,0,0,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
38,12,43,24 Trusel Court,4,0.2,0,0,0,0,0,0,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
52,28,91,9834 East Pineknoll Ave.,4,1,0,0,0,0,0,1,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
56,26,74,68 Sunbeam St.,1,3,0,0,0,0,0,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
55,25,23,92 Ridgewood Dr.,4,0.4,88,0,0,0,0,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
35,9,84,68 Sunbeam St.,4,2.2,322,0,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
39,13,69,20 Bradford Ave.,3,0.9,0,0,0,0,0,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
45,20,194,667 E. Hall St.,2,8.8,428,0,0,0,0,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
43,19,74,533 Hillcrest Street,4,1.9,0,0,0,0,0,1,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
29,3,172,8017 Homestead Ave.,4,4.4,0,1,0,0,0,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
34,4,83,597 Lawrence Street,4,4,0,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
63,37,25,68 Sunbeam St.,2,0.2,0,0,0,0,1,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
37,12,169,9834 East Pineknoll Ave.,2,5.2,249,1,0,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
40,16,32,7919 Cedarwood Dr.,1,1.4,158,0,0,0,1,0,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
63,39,45,1 Poplar St.,4,1.3,86,0,0,0,0,0,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
53,26,12,7041 East Mammoth Drive,2,1,0,0,0,0,0,1,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
52,28,44,234 Blue Spring Rd.,4,0.9,107,0,0,0,1,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
51,25,80,9834 East Pineknoll Ave.,1,4.9,0,0,0,0,0,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
46,21,51,890 W. Brickyard Dr.,4,1.9,0,0,0,0,0,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
49,22,103,68 Sunbeam St.,3,2,167,0,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
49,23,70,5 Maple Lane,2,1.5,0,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
48,24,14,544 Edgewood Drive,3,0.4,0,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
63,39,39,92 Ridgewood Dr.,1,1.9,0,0,0,0,0,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
27,2,101,5 Maple Lane,1,1.9,0,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
35,11,14,597 Lawrence Street,4,1,0,0,0,1,1,1,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
50,25,45,68 Sunbeam St.,2,0.6,0,0,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
31,5,54,387 West Fifth Ave.,4,2.2,0,0,0,0,0,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
42,18,144,76 Mayfair St.,2,6.1,158,0,0,0,0,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
54,29,59,91 Lake Court,2,2.3,152,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
36,12,113,544 Edgewood Drive,4,0.2,0,1,0,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
52,26,101,533 Hillcrest Street,2,2.4,0,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
35,10,83,24 Trusel Court,4,0.7,315,0,0,0,1,0,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
55,30,153,8722 Richardson Street,2,2.8,0,1,1,1,1,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
52,28,38,7330 West Grand St.,4,0.9,95,0,0,0,1,1,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
41,17,28,9587 SW. Jefferson Street,1,0.7,0,0,0,0,0,1,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
61,35,53,8376 Euclid Lane,1,2.8,167,0,0,0,1,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
55,30,28,7041 East Mammoth Drive,1,1.5,0,0,0,0,0,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
60,34,95,40 E. Dunbar Ave.,2,0.7,322,0,0,0,1,1,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
33,6,54,24 Trusel Court,2,1.666666667,122,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
45,21,183,69 Spruce Dr.,2,1.4,0,0,0,0,1,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
43,18,98,9670 Wilson Rd.,2,0.4,0,0,0,0,1,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
55,31,62,5 Maple Lane,4,1.5,0,0,0,0,1,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
39,15,33,234 Blue Spring Rd.,1,2,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
32,6,41,9929 Thompson Lane,2,2,0,0,0,0,0,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
46,20,134,36 South St.,1,5.7,146,0,1,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
40,15,149,218 S. Westport Court,2,3.9,319,0,0,0,1,1,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
30,5,80,544 Edgewood Drive,4,2.2,0,0,1,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
42,15,34,336 Pin Oak Ave.,3,1,0,0,1,0,1,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
44,20,113,9251 Old Vernon St.,2,3.3,0,0,0,0,1,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
30,6,64,8376 Euclid Lane,4,3.4,117,0,0,0,0,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
41,16,111,8536 Country Club Dr.,2,0.4,0,0,0,0,0,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
53,27,192,9929 Thompson Lane,1,1.7,601,0,0,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
30,3,79,518 Selby Ave.,4,2,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
56,30,34,544 Edgewood Drive,2,0.7,0,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
64,39,122,7330 West Grand St.,4,0.2,378,1,0,0,1,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
56,26,62,33 Harrison Road,3,1.4,0,0,0,0,1,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
35,10,128,91 Lake Court,1,3.8,0,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
32,8,115,9251 Old Vernon St.,1,4,0,0,0,0,0,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
54,30,75,68 Sunbeam St.,2,3.2,0,0,0,0,0,1,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
64,38,168,9670 Wilson Rd.,4,5.7,0,1,0,0,1,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
54,29,72,36 Kent Court,2,3.7,144,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
56,30,178,33 Harrison Road,1,2.9,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
27,3,20,33 Harrison Road,4,1,0,0,0,0,0,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
32,6,44,234 Blue Spring Rd.,1,0.3,81,0,0,0,1,1,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
50,25,99,20 Bradford Ave.,1,4.6,368,1,1,1,0,1,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
42,16,38,7919 Cedarwood Dr.,3,0.9,0,0,0,0,0,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
29,5,124,8573 Princeton Road,2,0.2,0,0,0,0,0,1,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
39,14,74,40 E. Dunbar Ave.,3,3,0,0,0,0,0,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
31,1,68,7919 Cedarwood Dr.,4,4,0,0,0,0,1,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
37,12,190,8722 Richardson Street,2,3,475,0,0,0,1,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
47,21,42,177 Winchester Street,4,0.1,0,0,0,0,1,1,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
35,11,58,36 Kent Court,3,2.8,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
38,14,104,9929 Thompson Lane,2,1.8,79,0,0,0,0,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
47,20,79,36 South St.,3,2,185,0,1,0,0,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
